,Time,Mass Flow,Flow Temperature,Temperature 1,Internal Temperature 1,Temperature 2,Internal Temperature 2,Temperature 3,Internal Temperature 3,Tank Pressure,Inlet Pressure,Valve Position,Heater Current
0,1643231408.1005633,0.26,0.0,28.5,0.0,28.5,0.0,27.75,0.0,92.8222656,64.7460937,90.0,701.0
1,1643231408.2714546,0.26,0.0,28.5,0.0,28.5,0.0,27.75,0.0,92.8222656,64.5507812,90.0,703.0
2,1643231408.4488127,0.25,0.0,28.75,0.0,28.5,0.0,27.75,0.0,92.8222656,64.84375,90.0,694.0
3,1643231408.6010177,0.26,0.0,28.75,0.0,28.5,0.0,27.75,0.0,92.8222656,64.7460937,90.0,699.0
4,1643231408.771932,0.26,0.0,28.5,0.0,28.5,0.0,28.0,0.0,92.578125,64.453125,90.0,697.0
5,1643231408.9412289,0.25,0.0,28.5,0.0,28.5,0.0,27.75,0.0,92.578125,64.7460937,90.0,697.0
6,1643231409.114502,0.26,0.0,28.75,0.0,28.5,0.0,27.75,0.0,92.8222656,64.7460937,90.0,695.0
7,1643231409.2678297,0.26,0.0,28.75,0.0,28.5,0.0,28.0,0.0,92.578125,64.7460937,90.0,692.0
8,1643231409.4387872,0.26,0.0,28.75,0.0,28.5,0.0,27.75,0.0,92.578125,64.84375,90.0,699.0
9,1643231409.610057,0.26,0.0,28.75,0.0,28.5,0.0,28.0,0.0,92.8222656,64.9414062,90.0,689.0
10,1643231409.7705674,0.27,0.0,28.75,0.0,28.5,0.0,27.75,0.0,93.0664062,65.0390625,90.0,696.0
11,1643231409.9384973,0.27,0.0,28.5,0.0,28.5,0.0,27.75,0.0,93.3105468,65.0390625,90.0,698.0
12,1643231410.110594,0.26,0.0,28.75,0.0,28.5,0.0,27.75,0.0,93.0664062,64.7460937,90.0,695.0
13,1643231410.2865372,0.26,0.0,28.75,0.0,28.5,0.0,27.75,0.0,93.0664062,64.84375,90.0,694.0
14,1643231410.4534914,0.26,0.0,28.75,0.0,28.5,0.0,27.75,0.0,93.0664062,64.84375,90.0,694.0
15,1643231410.6093054,0.26,0.0,28.75,0.0,28.5,0.0,27.75,0.0,92.8222656,64.453125,90.0,697.0
16,1643231410.7805705,0.25,0.0,28.75,0.0,28.5,0.0,27.75,0.0,93.0664062,64.7460937,90.0,699.0
17,1643231410.957209,0.25,0.0,28.5,0.0,28.5,0.0,27.75,0.0,93.0664062,64.84375,90.0,696.0
18,1643231411.1089888,0.26,0.0,28.5,0.0,28.5,0.0,27.75,0.0,93.0664062,64.6484375,90.0,697.0
19,1643231411.2810307,0.26,0.0,28.5,0.0,28.5,0.0,28.0,0.0,92.8222656,64.6484375,90.0,694.0
20,1643231411.457142,0.25,0.0,28.75,0.0,28.5,0.0,27.5,0.0,92.578125,64.453125,90.0,700.0
21,1643231411.6105878,0.26,0.0,28.75,0.0,28.5,0.0,27.75,0.0,92.3339843,64.453125,90.0,698.0
22,1643231411.7811115,0.26,0.0,28.75,0.0,28.5,0.0,27.75,0.0,92.3339843,64.6484375,90.0,698.0
23,1643231411.9537199,0.25,0.0,28.75,0.0,28.5,0.0,27.75,0.0,92.578125,64.7460937,90.0,698.0
24,1643231412.1276934,0.26,0.0,28.75,0.0,28.5,0.0,28.0,0.0,92.8222656,64.9414062,90.0,699.0
25,1643231412.282259,0.26,0.0,28.5,0.0,28.5,0.0,27.75,0.0,92.8222656,64.9414062,90.0,699.0
26,1643231412.4510832,0.26,0.0,28.5,0.0,28.5,0.0,27.75,0.0,92.8222656,64.6484375,90.0,696.0
27,1643231412.6225982,0.26,0.0,28.5,0.0,28.5,0.0,27.75,0.0,92.578125,64.5507812,90.0,703.0
28,1643231412.7849953,0.26,0.0,28.75,0.0,28.5,0.0,27.75,0.0,92.578125,64.5507812,90.0,701.0
29,1643231412.9490058,0.26,0.0,28.5,0.0,28.5,0.0,28.0,0.0,92.3339843,64.6484375,90.0,701.0
30,1643231413.1212661,0.26,0.0,28.5,0.0,28.5,0.0,28.0,0.0,92.578125,64.6484375,90.0,705.0
31,1643231413.298526,0.26,0.0,28.75,0.0,28.5,0.0,27.75,0.0,92.3339843,64.5507812,90.0,697.0
32,1643231413.448437,0.26,0.0,28.75,0.0,28.5,0.0,28.0,0.0,92.578125,64.7460937,90.0,700.0
33,1643231413.6186378,0.26,0.0,28.5,0.0,28.5,0.0,28.0,0.0,92.578125,64.7460937,90.0,702.0
34,1643231413.7922227,0.26,0.0,28.5,0.0,28.5,0.0,27.75,0.0,92.578125,64.6484375,90.0,701.0
35,1643231413.9725056,0.26,0.0,28.5,0.0,28.5,0.0,28.0,0.0,92.578125,64.6484375,90.0,703.0
36,1643231414.1183758,0.26,0.0,28.75,0.0,28.5,0.0,27.75,0.0,92.8222656,64.84375,90.0,698.0
37,1643231414.2909532,0.26,0.0,28.75,0.0,28.5,0.0,28.0,0.0,92.8222656,64.84375,90.0,698.0
38,1643231414.463487,0.26,0.0,28.75,0.0,28.5,0.0,27.75,0.0,92.8222656,64.6484375,90.0,698.0
39,1643231414.620964,0.26,0.0,28.75,0.0,28.5,0.0,27.75,0.0,92.8222656,64.7460937,90.0,700.0
40,1643231414.7900293,0.26,0.0,28.5,0.0,28.5,0.0,28.0,0.0,92.8222656,64.7460937,90.0,699.0
41,1643231414.9610107,0.26,0.0,28.5,0.0,28.5,0.0,27.75,0.0,92.8222656,64.5507812,90.0,701.0
42,1643231415.135991,0.26,0.0,28.75,0.0,28.5,0.0,27.75,0.0,92.8222656,64.84375,90.0,702.0
43,1643231415.288665,0.25,0.0,28.5,0.0,28.5,0.0,27.75,0.0,92.8222656,64.7460937,90.0,696.0
44,1643231415.46129,0.25,0.0,28.5,0.0,28.5,0.0,27.75,0.0,92.8222656,64.7460937,90.0,697.0
45,1643231415.6377666,0.26,0.0,28.5,0.0,28.5,0.0,28.0,0.0,92.8222656,64.9414062,90.0,701.0
46,1643231415.7888093,0.26,0.0,28.5,0.0,28.5,0.0,27.75,0.0,92.578125,64.453125,90.0,700.0
47,1643231415.9593613,0.25,0.0,28.75,0.0,28.5,0.0,27.75,0.0,92.578125,64.5507812,90.0,695.0
48,1643231416.1303313,0.25,0.0,28.75,0.0,28.5,0.0,28.0,0.0,92.3339843,64.453125,90.0,698.0
49,1643231416.3051188,0.26,0.0,28.5,0.0,28.5,0.0,28.0,0.0,92.3339843,64.3554687,90.0,696.0
50,1643231416.458137,0.26,0.0,28.5,0.0,28.5,0.0,27.75,0.0,92.0898437,64.453125,90.0,699.0
51,1643231416.6295912,0.26,0.0,28.75,0.0,28.5,0.0,28.0,0.0,92.0898437,64.5507812,90.0,699.0
52,1643231416.8005488,0.25,0.0,28.75,0.0,28.5,0.0,28.0,0.0,92.0898437,64.3554687,90.0,697.0
53,1643231416.9798605,0.26,0.0,28.5,0.0,28.5,0.0,27.75,0.0,92.0898437,64.3554687,90.0,699.0
54,1643231417.1297083,0.26,0.0,28.5,0.0,28.5,0.0,28.0,0.0,92.0898437,64.453125,90.0,701.0
55,1643231417.3003368,0.25,0.0,28.75,0.0,28.75,0.0,27.75,0.0,92.3339843,64.7460937,90.0,700.0
56,1643231417.472373,0.26,0.0,28.5,0.0,28.5,0.0,28.0,0.0,92.578125,64.84375,90.0,697.0
57,1643231417.6323211,0.26,0.0,28.75,0.0,28.5,0.0,27.75,0.0,92.578125,64.453125,90.0,696.0
58,1643231417.7991927,0.26,0.0,28.5,0.0,28.75,0.0,28.0,0.0,92.3339843,64.453125,90.0,703.0
59,1643231417.9727242,0.25,0.0,28.75,0.0,28.5,0.0,28.0,0.0,92.3339843,64.5507812,90.0,700.0
