,Time,Elapsed Time,Mass Flow,Target Mass Flow,MFM Temperature,Inlet Temperature,Midpoint Temperature,Outlet Temperature,Heater Temperature,Supply Pressure,Inlet Pressure,Midpoint Pressure,Outlet Pressure,Valve PositionHeater Power,Heater Current
0,1644264854.857805,0.016974210739135742,16.36,0.0,25.46,74.75,48.0,23.5,213.5,-0.6835937,0.2929687,0.0,0.0,0.0,300.0
1,1644264855.0307615,0.15774846076965332,16.34,0.0,25.44,74.5,49.75,24.75,213.25,-0.6835937,0.390625,0.0,0.0,0.0,300.0
2,1644264855.200387,0.2662665843963623,16.38,0.0,25.44,74.5,47.75,24.0,213.5,-0.9277344,0.0976563,0.0,0.0,0.0,300.0
3,1644264855.3637033,0.4855375289916992,16.34,0.0,25.48,74.5,48.25,23.25,213.5,-0.6835937,0.4882812,0.0,0.0,0.0,300.0
4,1644264855.528101,0.5959489345550537,16.36,0.0,25.5,74.25,48.75,23.25,213.25,-0.6835937,0.390625,0.0,0.0,0.0,300.0
5,1644264855.7005045,0.8130037784576416,16.37,0.0,25.56,74.5,48.0,23.25,213.25,-0.6835937,0.4882812,0.0,0.0,0.0,300.0
6,1644264855.8765512,1.0307252407073975,16.34,0.0,25.48,74.5,47.75,24.0,213.5,-0.6835937,0.2929687,0.0976563,0.0,0.0,300.0
7,1644264856.0419998,1.1387050151824951,16.36,0.0,25.44,74.5,48.25,23.5,213.25,-0.6835937,0.1953125,0.0,0.0,0.0,300.0
8,1644264856.197484,1.3566532135009766,16.34,0.0,25.5,74.75,48.0,23.25,213.5,-0.9277344,0.2929687,0.0,0.0,0.0,300.0
9,1644264856.368505,1.4654004573822021,16.35,0.0,25.48,74.75,48.5,23.5,213.0,-0.9277344,0.2929687,0.0976563,0.0,0.0,300.0
10,1644264856.5443795,1.6825406551361084,16.35,0.0,25.5,74.75,48.5,23.5,213.75,-0.9277344,0.390625,0.0,0.0,0.0,300.0
11,1644264856.714325,1.792853593826294,16.31,0.0,25.5,74.25,49.0,23.75,213.25,-0.6835937,0.0976563,0.0,0.0,0.0,300.0
12,1644264856.8829756,2.0118985176086426,16.38,0.0,25.49,74.75,47.75,23.5,213.5,-0.6835937,0.0976563,0.0,0.0,0.0,300.0
13,1644264857.0389185,2.119945526123047,16.35,0.0,25.54,74.75,47.75,23.25,213.5,-0.9277344,0.2929687,0.0,0.0,0.0,300.0
14,1644264857.2164292,2.339381456375122,16.38,0.0,25.53,74.75,47.75,23.5,213.0,-0.6835937,0.1953125,0.0,0.0,0.0,300.0
15,1644264857.381364,2.448431968688965,16.36,0.0,25.53,74.5,47.75,24.25,213.5,-0.6835937,0.1953125,0.0,0.0,0.0,300.0
16,1644264857.5389247,2.6650567054748535,16.29,0.0,25.52,75.0,48.0,24.5,214.0,-0.9277344,0.2929687,0.0976563,0.0,0.0,300.0
17,1644264857.710027,2.774526834487915,16.35,0.0,25.52,74.75,48.0,24.25,213.75,-0.6835937,0.390625,0.0,0.0,0.0,300.0
18,1644264857.883598,2.9921703338623047,16.38,0.0,25.52,73.75,48.25,24.0,213.5,-0.6835937,0.1953125,0.0,0.0,0.0,300.0
19,1644264858.0530207,3.211228370666504,16.34,0.0,25.55,74.5,49.0,23.75,213.5,-0.9277344,0.2929687,0.0,0.0,0.0,300.0
20,1644264858.2100418,3.320167064666748,16.34,0.0,25.42,74.75,48.0,24.25,213.0,-0.6835937,0.0976563,0.0,0.0,0.0,300.0
21,1644264858.379661,3.538830280303955,16.36,0.0,25.47,74.75,48.0,24.5,213.0,-0.9277344,0.2929687,0.0,0.0,0.0,300.0
22,1644264858.5565257,3.64829421043396,16.38,0.0,25.51,75.0,49.25,23.25,213.5,-0.6835937,0.2929687,0.0,0.0,0.0,300.0
