,Time,Elapsed Time,Mass Flow,Target Mass Flow,MFM Temperature,Inlet Temperature,Midpoint Temperature,Outlet Temperature,Heater Temperature,Supply Pressure,Inlet Pressure,Midpoint Pressure,Outlet Pressure,Valve Position,Heater Power,Heater Current
0,1644439278.6372414,0.06043434143066406,50.56,0.0,25.99,23.0,28.75,40.0,74.5,2.2460937,2.9296875,1.7578125,0.0,0.0,100.0,0.05
1,1644439278.79335,0.16904377937316895,50.61,0.0,25.97,23.25,28.75,39.75,74.0,2.2460937,3.125,1.6601562,0.0,0.0,100.0,0.05
2,1644439278.9774568,0.3910558223724365,50.51,0.0,25.99,24.0,28.5,39.75,74.5,2.2460937,2.8320312,1.6601562,0.0,0.0,100.0,-0.13
3,1644439279.1258051,0.5015866756439209,50.35,0.0,25.99,23.25,29.0,39.5,74.25,2.0019531,3.0273437,1.953125,0.0,0.0,100.0,0.0
4,1644439279.2846303,0.7233026027679443,50.61,0.0,26.01,22.0,28.75,39.75,74.25,2.2460937,3.2226562,1.8554687,0.0,0.0,100.0,0.16
5,1644439279.459597,0.8352823257446289,50.79,0.0,25.9,23.25,29.0,40.25,74.25,2.2460937,3.0273437,1.8554687,0.0,0.0,100.0,0.03
6,1644439279.6246035,1.0562918186187744,50.65,0.0,26.0,23.0,28.75,40.0,74.0,2.2460937,3.3203125,1.5625,0.0,0.0,100.0,-0.05
7,1644439279.7951205,1.1805644035339355,50.42,0.0,25.94,23.75,28.5,39.75,74.5,2.2460937,2.8320312,1.8554687,0.0,0.0,100.0,0.0
8,1644439279.950169,1.292790174484253,50.55,0.0,26.04,23.25,29.0,39.75,74.25,2.0019531,3.125,1.953125,0.0,0.0,100.0,-0.05
9,1644439280.1272614,1.5149023532867432,50.78,0.0,26.04,23.0,28.75,39.75,74.0,2.2460937,3.0273437,1.7578125,0.0,0.0,100.0,0.03
10,1644439280.2825646,1.625265121459961,50.65,0.0,26.01,23.0,28.75,40.25,74.25,2.2460937,3.125,1.4648437,0.0,0.0,100.0,-0.03
11,1644439280.455629,1.847172737121582,50.73,0.0,26.0,23.75,29.25,39.25,74.0,2.0019531,2.9296875,1.6601562,0.0,0.0,100.0,-0.11
12,1644439280.614763,1.956775426864624,50.63,0.0,25.97,23.0,29.5,39.75,74.25,2.2460937,2.9296875,1.6601562,0.0,0.0,100.0,0.05
