,Time,Elapsed Time,Mass Flow,Target Mass Flow,MFM Temperature,Inlet Temperature,Midpoint Temperature,Outlet Temperature,Heater Temperature,Supply Pressure,Inlet Pressure,Midpoint Pressure,Outlet Pressure,Valve Position,Heater Power,Heater Current
0,1644434410.2638988,0.0,152.89,0.0,25.46,23.75,23.0,22.75,22.75,17.8710937,18.6523437,12.4023437,0.0,0.0,0.0,0.03
1,1644434410.441139,0.18972563743591309,153.04,0.0,25.54,23.75,23.25,23.25,21.75,17.8710937,18.75,12.3046875,0.0,0.0,0.0,-0.03
2,1644434410.60971,0.2997255325317383,152.69,0.0,25.45,23.0,22.75,22.75,23.25,17.8710937,18.75,12.4023437,0.0,0.0,0.0,0.16
3,1644434410.7804072,0.5189385414123535,154.02,0.0,25.43,23.5,22.25,23.5,22.5,18.1152343,18.5546875,12.7929687,0.0,0.0,0.0,0.03
4,1644434410.9629889,0.7385599613189697,154.76,0.0,25.5,23.0,22.25,22.5,22.5,18.1152343,18.75,12.6953125,0.0,0.0,0.0,-0.05
5,1644434411.1110935,0.8645932674407959,153.85,0.0,25.52,23.5,23.5,23.0,22.5,17.8710937,18.8476562,12.5976562,0.0976563,0.0,0.0,-0.13
6,1644434411.2835715,0.9746830463409424,152.33,0.0,25.4,24.0,22.5,24.0,22.25,17.8710937,18.6523437,12.3046875,0.0976563,0.0,0.0,-0.05
7,1644434411.4534235,1.1919400691986084,154.29,0.0,25.5,23.25,22.25,23.5,22.75,17.8710937,18.6523437,12.4023437,0.0,0.0,0.0,-0.05
8,1644434411.6307344,1.4113233089447021,153.14,0.0,25.43,23.25,22.5,23.0,22.25,18.1152343,18.75,12.5976562,0.0,0.0,0.0,0.11
9,1644434411.800033,1.5233232975006104,153.11,0.0,25.46,23.75,22.0,23.0,22.25,18.1152343,18.5546875,12.6953125,0.0,0.0,0.0,0.03
10,1644434411.975407,1.7439875602722168,152.42,0.0,25.47,23.25,22.0,22.25,22.0,18.1152343,18.9453125,12.5,0.0,0.0,0.0,-0.03
11,1644434412.134009,1.8550498485565186,153.43,0.0,25.47,23.0,23.0,22.5,23.25,18.1152343,18.8476562,12.4023437,0.0,0.0,0.0,-0.05
12,1644434412.3041887,2.073786735534668,152.44,0.0,25.43,23.75,22.5,23.0,22.5,18.1152343,18.9453125,12.5,0.0,0.0,0.0,0.05
13,1644434412.47856,2.1858303546905518,153.79,0.0,25.4,23.5,23.0,22.25,23.5,17.8710937,18.6523437,12.6953125,0.0,0.0,0.0,0.08
14,1644434412.6620462,2.404716730117798,153.76,0.0,25.47,23.25,23.25,22.25,22.0,18.1152343,18.5546875,12.5,0.0,0.0,0.0,-0.03
15,1644434412.8100939,2.5166335105895996,153.39,0.0,25.42,23.5,22.25,23.5,22.25,17.8710937,18.75,12.4023437,0.0976563,0.0,0.0,0.05
16,1644434412.9820967,2.737567663192749,153.02,0.0,25.5,23.0,22.75,22.75,23.75,17.8710937,18.75,12.6953125,0.0,0.0,0.0,0.03
17,1644434413.1628401,2.8439877033233643,152.61,0.0,25.45,22.75,23.0,23.0,22.25,18.1152343,18.75,12.890625,0.0,0.0,0.0,0.03
18,1644434413.3278859,3.066429376602173,153.32,0.0,25.5,23.75,23.25,22.5,22.0,17.8710937,18.8476562,12.5,0.0,0.0,0.0,0.03
19,1644434413.4843142,3.1775150299072266,152.54,0.0,25.46,23.25,22.0,23.25,23.0,18.1152343,19.0429687,12.3046875,0.0,0.0,0.0,0.0
20,1644434413.6648443,3.395158052444458,153.09,0.0,25.42,23.0,22.5,23.0,22.25,18.1152343,18.6523437,12.4023437,0.0,0.0,0.0,-0.05
21,1644434413.8302507,3.6158406734466553,151.46,0.0,25.5,22.75,22.25,23.75,22.25,18.1152343,18.8476562,12.5,0.0,0.0,0.0,-0.11
22,1644434414.0046234,3.726905107498169,153.48,0.0,25.43,23.0,23.0,22.75,22.25,17.8710937,18.75,12.4023437,0.0,0.0,0.0,-0.03
23,1644434414.181833,3.9464385509490967,153.65,0.0,25.45,23.0,21.75,22.25,22.0,17.8710937,18.8476562,12.890625,0.0,0.0,0.0,0.05
24,1644434414.3523276,4.055902719497681,153.38,0.0,25.48,23.5,22.5,23.25,21.75,17.8710937,18.9453125,12.4023437,0.0,0.0,0.0,0.13
25,1644434414.508803,4.278393983840942,153.74,0.0,25.46,23.5,23.0,23.0,22.0,18.1152343,18.6523437,12.4023437,0.0,0.0,0.0,-0.03
26,1644434414.6850765,4.390442848205566,154.88,0.0,25.4,23.0,22.5,22.75,22.0,17.8710937,18.5546875,12.4023437,0.0,0.0,0.0,0.03
27,1644434414.8541126,4.608469247817993,152.57,0.0,25.47,23.5,23.5,24.75,22.25,18.1152343,18.75,12.6953125,0.0,0.0,0.0,0.0
28,1644434415.0254242,4.71721339225769,153.09,0.0,25.48,23.5,22.25,22.75,22.0,17.8710937,18.8476562,12.5976562,0.0,0.0,0.0,0.05
29,1644434415.1859698,4.936537981033325,153.93,0.0,25.5,23.75,22.5,22.75,22.25,17.8710937,18.8476562,12.2070312,0.0,0.0,0.0,0.03
30,1644434415.353392,5.046043634414673,153.09,0.0,25.48,23.75,21.75,23.5,22.5,18.1152343,18.8476562,12.4023437,0.0,0.0,0.0,-0.05
31,1644434415.524855,5.264220237731934,153.34,0.0,25.46,23.5,21.75,23.25,22.25,17.8710937,18.6523437,12.7929687,0.0,0.0,0.0,0.03
32,1644434415.7025943,5.484193801879883,153.18,0.0,25.44,23.0,23.0,24.0,23.5,17.8710937,18.359375,12.6953125,0.0,0.0,0.0,-0.03
33,1644434415.8686643,5.59268045425415,153.13,0.0,25.5,23.0,22.5,22.75,22.5,18.1152343,18.8476562,12.4023437,0.0,0.0,0.0,0.03
34,1644434416.0410209,5.810632705688477,152.56,0.0,25.46,23.0,22.0,23.0,22.25,17.8710937,18.75,12.5,0.0,0.0,0.0,-0.03
35,1644434416.2174098,5.920623779296875,152.81,0.0,25.43,23.0,22.5,24.0,22.0,17.8710937,18.6523437,12.3046875,0.0976563,0.0,0.0,0.03
36,1644434416.3833492,6.13761043548584,153.27,0.0,25.44,23.75,22.5,23.25,22.25,18.1152343,18.6523437,12.3046875,0.0,0.0,0.0,0.03
37,1644434416.5412173,6.2467875480651855,151.79,0.0,25.4,23.25,22.0,23.0,22.75,17.8710937,18.6523437,12.4023437,0.0976563,0.0,0.0,-0.03
38,1644434416.7111716,6.466500997543335,153.43,0.0,25.46,23.0,23.5,22.25,22.25,18.1152343,18.75,12.3046875,0.0,0.0,0.0,0.03
39,1644434416.8871863,6.573998212814331,153.68,0.0,25.51,23.5,22.0,23.5,22.25,17.8710937,18.8476562,12.5,0.0,0.0,0.0,0.13
40,1644434417.0538254,6.791904926300049,152.73,0.0,25.5,23.5,22.0,23.0,22.5,18.1152343,18.75,12.5,0.0,0.0,0.0,-0.05
41,1644434417.228671,7.01426100730896,153.66,0.0,25.5,23.25,22.5,23.0,23.25,18.1152343,18.75,12.3046875,0.0976563,0.0,0.0,0.08
42,1644434417.403384,7.123673439025879,152.71,0.0,25.42,23.75,21.75,22.5,22.0,18.1152343,18.8476562,12.5976562,0.0,0.0,0.0,0.03
43,1644434417.5704389,7.340152263641357,152.37,0.0,25.47,23.75,22.0,23.25,22.25,17.8710937,18.8476562,12.2070312,0.0976563,0.0,0.0,0.03
44,1644434417.7300587,7.450343608856201,155.01,0.0,25.42,23.5,21.75,23.25,22.25,17.8710937,18.8476562,12.4023437,0.0,0.0,0.0,0.0
45,1644434417.8983085,7.668267726898193,152.71,0.0,25.47,23.25,22.0,22.0,22.75,17.8710937,18.75,12.5976562,0.0,0.0,0.0,0.0
46,1644434418.0740943,7.778138875961304,153.04,0.0,25.51,23.5,22.25,23.0,22.25,17.8710937,18.8476562,12.3046875,0.0,0.0,0.0,0.0
47,1644434418.241927,7.996104001998901,152.78,0.0,25.5,22.75,22.75,23.0,22.25,18.1152343,18.6523437,12.4023437,0.0,0.0,0.0,0.03
48,1644434418.413416,8.105625629425049,153.5,0.0,25.5,23.5,22.75,23.0,22.0,17.8710937,18.75,12.5976562,0.0,0.0,0.0,0.03
49,1644434418.5912893,8.323856353759766,151.81,0.0,25.52,24.0,23.25,23.75,23.75,17.8710937,18.8476562,12.5976562,0.0,0.0,0.0,-0.03
50,1644434418.755316,8.540905952453613,152.94,0.0,25.48,23.0,23.0,23.0,22.25,18.1152343,18.8476562,12.2070312,0.0976563,0.0,0.0,0.11
51,1644434418.9155653,8.65115475654602,152.86,0.0,25.5,23.75,23.25,22.5,21.75,17.8710937,18.6523437,12.4023437,0.0,0.0,0.0,0.05
52,1644434419.091643,8.872243165969849,154.08,0.0,25.44,23.25,22.75,22.5,22.75,18.1152343,18.6523437,12.5976562,0.0976563,0.0,0.0,-0.03
53,1644434419.2573173,8.981438159942627,153.61,0.0,25.43,23.0,21.5,23.75,22.75,18.1152343,18.6523437,12.3046875,0.0,0.0,0.0,0.11
54,1644434419.4297426,9.199381828308105,153.06,0.0,25.45,22.75,22.0,22.5,22.75,18.1152343,18.9453125,12.5976562,0.0,0.0,0.0,0.03
55,1644434419.6083846,9.307584762573242,153.81,0.0,25.39,23.5,23.0,23.0,22.75,17.8710937,18.75,12.3046875,0.0,0.0,0.0,0.05
56,1644434419.7591887,9.529032707214355,152.87,0.0,25.46,23.25,21.5,22.25,21.5,17.8710937,18.8476562,12.7929687,0.0,0.0,0.0,0.0
57,1644434419.9307885,9.638581991195679,152.84,0.0,25.46,23.25,22.75,22.0,21.75,17.8710937,18.8476562,12.5,0.0,0.0,0.0,-0.03
58,1644434420.1004405,9.855189085006714,152.73,0.0,25.45,22.5,22.5,22.75,23.0,17.8710937,18.8476562,12.3046875,0.0,0.0,0.0,-0.05
59,1644434420.276228,9.96444296836853,154.29,0.0,25.47,23.25,22.5,23.0,23.0,17.8710937,18.8476562,12.2070312,0.0,0.0,0.0,0.0
60,1644434420.443714,10.182868957519531,151.6,0.0,25.44,23.25,22.25,23.75,22.75,17.8710937,18.9453125,12.5,0.0,0.0,0.0,0.08
61,1644434420.6128776,10.398467540740967,152.9,0.0,25.52,23.5,21.5,23.0,22.5,17.8710937,18.75,12.4023437,0.0,0.0,0.0,-0.05
62,1644434420.7907927,10.50701904296875,153.55,0.0,25.46,23.25,23.5,22.5,21.75,17.8710937,18.6523437,12.5,0.0,0.0,0.0,0.13
63,1644434420.9560542,10.725437641143799,153.51,0.0,25.49,22.75,22.25,23.0,21.5,17.8710937,18.75,12.3046875,0.0976563,0.0,0.0,-0.03
64,1644434421.1285677,10.836401462554932,151.44,0.0,25.47,23.25,23.0,22.5,23.25,17.8710937,18.75,12.4023437,0.0976563,0.0,0.0,-0.05
65,1644434421.3070524,11.05563497543335,153.51,0.0,25.46,23.25,21.75,23.5,22.25,17.8710937,18.6523437,12.3046875,0.0,0.0,0.0,0.0
66,1644434421.4729962,11.16579794883728,154.24,0.0,25.5,23.0,22.75,22.5,22.5,17.8710937,18.75,12.4023437,0.0,0.0,0.0,0.03
67,1644434421.6295512,11.38432240486145,153.05,0.0,25.5,23.25,21.5,22.5,23.0,17.8710937,18.6523437,12.3046875,0.0,0.0,0.0,0.0
68,1644434421.8000474,11.493760347366333,152.37,0.0,25.48,23.25,22.25,23.25,21.5,17.8710937,18.75,12.5976562,0.0,0.0,0.0,-0.03
69,1644434421.9743993,11.708719253540039,153.75,0.0,25.47,23.5,23.25,24.0,21.5,18.1152343,18.8476562,12.6953125,0.0,0.0,0.0,0.0
70,1644434422.144036,11.929625988006592,153.6,0.0,25.46,23.25,23.0,22.25,22.0,17.8710937,18.6523437,12.4023437,0.0,0.0,0.0,0.05
71,1644434422.3164032,12.039579629898071,154.71,0.0,25.42,23.5,22.0,22.75,22.25,17.8710937,18.75,12.3046875,0.0976563,0.0,0.0,0.08
72,1644434422.4902668,12.256906509399414,153.38,0.0,25.44,23.0,22.75,22.0,22.0,17.8710937,18.6523437,12.4023437,0.0,0.0,0.0,0.03
73,1644434422.6430178,12.366013526916504,152.52,0.0,25.46,23.75,22.75,23.25,22.5,17.8710937,18.8476562,12.3046875,0.0,0.0,0.0,0.03
74,1644434422.8142638,12.584656715393066,153.32,0.0,25.45,23.5,21.5,23.25,22.5,17.8710937,18.5546875,12.4023437,0.390625,0.0,0.0,-0.05
75,1644434422.9852538,12.694156169891357,154.47,0.0,25.44,23.5,23.5,22.5,21.5,18.1152343,18.9453125,12.5976562,0.0,0.0,0.0,-0.05
