,Time,Mass Flow,Flow Temperature,Temperature 1,Internal Temperature 1,Temperature 2,Internal Temperature 2,Temperature 3,Internal Temperature 3,Tank Pressure,Inlet Pressure,Valve Position,Heater Current
0,1643231009.3452575,0.26,0.0,28.75,0.0,28.5,0.0,27.75,0.0,69.8730468,53.4179687,90.0,565.0
1,1643231009.524284,0.26,0.0,28.75,0.0,28.5,0.0,27.75,0.0,69.8730468,53.515625,90.0,567.0
2,1643231009.6793244,0.26,0.0,28.75,0.0,28.5,0.0,27.75,0.0,69.8730468,53.3203125,90.0,563.0
3,1643231009.8496892,0.26,0.0,28.75,0.0,28.5,0.0,28.0,0.0,69.6289062,53.3203125,90.0,569.0
4,1643231010.0253384,0.26,0.0,28.75,0.0,28.5,0.0,28.0,0.0,69.3847656,53.515625,90.0,567.0
5,1643231010.1767697,0.26,0.0,28.75,0.0,28.5,0.0,28.0,0.0,69.3847656,53.4179687,90.0,567.0
6,1643231010.3481717,0.27,0.0,28.25,0.0,28.25,0.0,28.0,0.0,69.3847656,53.3203125,90.0,565.0
7,1643231010.5201983,0.25,0.0,28.5,0.0,28.5,0.0,28.0,0.0,69.3847656,53.515625,90.0,568.0
8,1643231010.6975348,0.26,0.0,28.75,0.0,28.25,0.0,28.0,0.0,69.6289062,53.4179687,90.0,565.0
9,1643231010.8511035,0.27,0.0,28.75,0.0,28.5,0.0,28.0,0.0,69.3847656,53.4179687,90.0,567.0
10,1643231011.0244272,0.26,0.0,28.75,0.0,28.5,0.0,28.0,0.0,69.3847656,53.4179687,90.0,569.0
11,1643231011.1798904,0.27,0.0,28.75,0.0,28.5,0.0,28.0,0.0,69.6289062,53.515625,90.0,561.0
12,1643231011.3619227,0.27,0.0,28.75,0.0,28.5,0.0,28.0,0.0,69.6289062,53.515625,90.0,565.0
13,1643231011.5262463,0.26,0.0,28.75,0.0,28.75,0.0,28.0,0.0,69.3847656,53.4179687,90.0,569.0
14,1643231011.6972861,0.26,0.0,28.25,0.0,28.75,0.0,28.0,0.0,69.6289062,53.515625,90.0,570.0
15,1643231011.8564568,0.26,0.0,28.5,0.0,28.75,0.0,28.0,0.0,69.6289062,53.6132812,90.0,570.0
16,1643231012.0308573,0.27,0.0,28.25,0.0,28.75,0.0,28.0,0.0,69.6289062,53.4179687,90.0,567.0
17,1643231012.196431,0.25,0.0,28.5,0.0,28.75,0.0,28.0,0.0,69.3847656,53.4179687,90.0,565.0
18,1643231012.3548334,0.27,0.0,28.25,0.0,28.75,0.0,28.0,0.0,69.3847656,53.3203125,90.0,568.0
