,Time,Elapsed Time,Mass Flow,Target Mass Flow,MFM Temperature,Inlet Temperature,Midpoint Temperature,Outlet Temperature,Heater Temperature,Supply Pressure,Inlet Pressure,Midpoint Pressure,Outlet Pressure,Valve Position,Heater Power,Heater Current
0,1644440850.9219735,0.10735702514648438,150.37,0.0,26.12,24.0,24.75,29.25,67.0,18.1152343,18.75,12.5976562,0.0,0.0,100.0,0.05
1,1644440851.0877964,0.218505859375,150.61,0.0,26.13,23.25,26.0,29.5,67.25,18.1152343,18.4570312,12.5,0.0,0.0,100.0,0.0
2,1644440851.257166,0.4352443218231201,152.16,0.0,26.06,24.75,25.75,30.0,67.0,18.1152343,18.6523437,12.3046875,0.0,0.0,100.0,0.16
3,1644440851.433762,0.5458672046661377,151.12,0.0,26.17,24.0,24.5,30.5,67.0,18.1152343,18.6523437,12.4023437,0.0,0.0,100.0,0.03
4,1644440851.5922227,0.7638938426971436,150.34,0.0,26.15,23.5,25.75,30.0,67.25,18.1152343,18.75,12.5,0.0,0.0,100.0,0.11
5,1644440851.7559133,0.8725416660308838,151.69,0.0,26.11,23.25,24.25,30.25,67.0,18.1152343,18.8476562,12.3046875,0.0,0.0,100.0,-0.08
6,1644440851.927912,1.0896782875061035,151.75,0.0,26.12,23.0,26.25,31.0,66.75,18.1152343,18.6523437,12.5,0.0,0.0,100.0,0.11
7,1644440852.10453,1.308917760848999,152.26,0.0,26.12,24.5,24.75,31.75,66.75,18.1152343,18.6523437,12.5976562,0.0,0.0,100.0,-0.05
8,1644440852.2747505,1.432555913925171,152.2,0.0,26.12,23.25,25.75,30.25,66.75,18.1152343,18.359375,12.3046875,0.0,0.0,100.0,0.03
9,1644440852.4423165,1.6516530513763428,151.24,0.0,26.13,23.25,24.0,29.5,63.5,18.1152343,18.75,12.5,0.0,0.0,100.0,0.03
10,1644440852.6182003,1.761362075805664,152.74,0.0,26.15,21.5,24.75,29.5,65.25,18.359375,18.5546875,12.3046875,0.0976563,0.0,100.0,0.03
11,1644440852.7836616,1.9777348041534424,150.78,0.0,26.15,22.25,23.0,30.0,64.75,18.1152343,18.4570312,12.5976562,0.1953125,0.0,100.0,0.05
12,1644440852.9588492,2.0879430770874023,152.1,0.0,26.15,22.5,23.75,29.75,64.5,18.1152343,18.75,12.5976562,0.0,0.0,100.0,-0.03
13,1644440853.1113613,2.305067539215088,150.94,0.0,26.13,21.25,24.25,29.25,62.25,18.1152343,18.5546875,12.4023437,0.0,0.0,100.0,0.0
14,1644440853.2868867,2.414673089981079,151.04,0.0,26.09,23.75,25.75,30.5,64.5,18.1152343,18.5546875,12.2070312,0.0,0.0,100.0,-0.03
15,1644440853.4593685,2.63252329826355,151.23,0.0,26.17,24.0,25.25,29.75,67.0,18.1152343,18.75,12.2070312,0.0976563,0.0,100.0,-0.11
16,1644440853.6248748,2.7422518730163574,151.34,0.0,26.12,24.0,25.0,30.5,67.0,17.8710937,18.5546875,12.4023437,0.0,0.0,100.0,0.0
17,1644440853.8004982,2.959897756576538,152.31,0.0,26.22,24.5,25.5,30.25,67.25,18.1152343,18.6523437,12.5976562,0.0,0.0,100.0,0.08
18,1644440853.969272,3.1786084175109863,151.85,0.0,26.11,24.25,25.5,29.75,66.5,18.1152343,18.4570312,12.5,0.2929687,0.0,100.0,-0.03
19,1644440854.143726,3.287662982940674,151.79,0.0,26.14,24.0,24.75,30.25,66.75,17.8710937,18.8476562,12.6953125,0.0,0.0,100.0,1.06
20,1644440854.3045752,3.5079233646392822,151.24,0.0,26.17,24.0,25.5,32.0,67.25,17.8710937,18.6523437,12.2070312,0.0,0.0,100.0,5.03
21,1644440854.4845161,3.632267713546753,152.1,0.0,26.15,24.0,25.25,29.5,66.75,18.1152343,18.4570312,12.3046875,0.0,0.0,100.0,4.89
22,1644440854.6397998,3.8491363525390625,151.95,0.0,26.17,23.0,25.75,31.25,65.5,18.1152343,18.5546875,12.5976562,0.1953125,0.0,100.0,0.11
23,1644440854.8168664,3.959639549255371,152.94,0.0,26.14,23.75,26.0,31.0,64.75,18.1152343,18.359375,12.3046875,0.0,0.0,100.0,-4.39
24,1644440854.9842105,4.17765736579895,152.49,0.0,26.1,23.5,26.5,30.0,66.75,18.1152343,18.75,12.3046875,0.0976563,0.0,100.0,-4.07
25,1644440855.1559396,4.289668321609497,152.15,0.0,26.17,23.5,25.0,29.5,66.75,18.1152343,18.6523437,12.5,0.0,0.0,100.0,2.87
26,1644440855.3345497,4.505526781082153,150.84,0.0,26.18,24.25,24.0,31.0,66.5,18.359375,18.6523437,12.5,0.0,0.0,100.0,5.29
27,1644440855.4994836,4.615097999572754,150.84,0.0,26.15,23.25,25.0,28.75,67.0,18.359375,18.75,12.5,0.0,0.0,100.0,3.09
28,1644440855.6708279,4.8332085609436035,152.14,0.0,26.1,23.5,24.0,30.25,67.25,18.359375,18.75,12.4023437,0.0,0.0,100.0,-1.54
29,1644440855.8259344,4.94316840171814,150.71,0.0,26.17,23.75,25.0,30.0,67.25,18.1152343,18.4570312,12.5,0.0,0.0,100.0,-5.16
