,Time,Elapsed Time,Mass Flow,Target Mass Flow,MFM Temperature,Inlet Temperature,Midpoint Temperature,Outlet Temperature,Heater Temperature,Supply Pressure,Inlet Pressure,Midpoint Pressure,Outlet Pressure,Valve Position,Heater Power,Heater Current
0,1644433755.775553,0.045177459716796875,204.02,0.0,25.82,23.75,21.25,23.25,21.0,27.3925781,27.734375,19.0429687,0.2929687,0.0,0.0,-0.03
1,1644433755.9412909,0.1553647518157959,204.1,0.0,25.78,23.75,23.75,22.0,18.25,27.1484375,27.9296875,19.0429687,0.2929687,0.0,0.0,0.08
2,1644433756.098605,0.37639474868774414,202.81,0.0,25.76,25.0,23.75,24.0,20.5,27.1484375,28.0273437,19.140625,0.1953125,0.0,0.0,0.03
3,1644433756.2770085,0.4856874942779541,205.26,0.0,25.78,23.0,21.75,22.0,21.5,27.3925781,27.8320312,19.2382812,0.390625,0.0,0.0,0.05
4,1644433756.4459074,0.7079951763153076,207.92,0.0,25.72,24.0,23.0,23.5,18.75,27.1484375,27.8320312,18.9453125,0.1953125,0.0,0.0,0.03
5,1644433756.616914,0.9255409240722656,202.84,0.0,25.8,24.5,25.25,22.5,20.25,27.3925781,27.9296875,19.0429687,0.1953125,0.0,0.0,0.05
6,1644433756.7728271,1.0345566272735596,206.44,0.0,25.84,23.0,24.0,22.25,19.75,27.1484375,28.0273437,19.2382812,0.0976563,0.0,0.0,0.03
7,1644433756.9629178,1.251593828201294,206.19,0.0,25.75,22.75,22.5,23.25,21.5,27.1484375,28.0273437,18.9453125,0.0976563,0.0,0.0,0.16
8,1644433757.1172962,1.3609824180603027,205.8,0.0,25.79,23.5,23.5,23.0,19.25,27.1484375,27.9296875,19.2382812,0.1953125,0.0,0.0,-0.05
9,1644433757.2871718,1.5801589488983154,205.2,0.0,25.78,22.5,23.0,22.5,20.75,27.3925781,27.734375,18.9453125,0.1953125,0.0,0.0,0.08
10,1644433757.4573343,1.688732385635376,205.69,0.0,25.71,23.0,23.0,22.5,21.0,27.3925781,28.0273437,19.4335937,0.2929687,0.0,0.0,0.03
11,1644433757.6325939,1.9067156314849854,204.24,0.0,25.76,24.5,21.0,22.25,21.5,27.3925781,28.0273437,19.2382812,0.0,0.0,0.0,0.03
12,1644433757.7982469,2.0142152309417725,206.48,0.0,25.72,23.25,24.25,21.75,21.25,27.1484375,28.0273437,18.9453125,0.4882812,0.0,0.0,-0.11
