,Time,Mass Flow,Flow Temperature,Temperature 1,Internal Temperature 1,Temperature 2,Internal Temperature 2,Temperature 3,Internal Temperature 3,Pressure,Valve Position
0,1638820881.7644947,0.31,24.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,1638820881.9044573,0.32,24.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,1638820882.0334647,0.32,24.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,1638820882.1744556,314.02,24.6,0.0,0.0,0.0,0.0,0.0,0.0,3.4179687,0.0
4,1638820882.3144906,268.87,24.47,0.0,0.0,0.0,0.0,0.0,0.0,0.9765625,0.5
5,1638820882.4534914,155.24,24.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0976563,0.75
6,1638820882.5924904,146.39,24.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0976563,1.0
7,1638820882.7344904,144.66,24.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0976563,1.5
8,1638820882.8784907,145.34,24.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75
9,1638820883.0064852,143.95,24.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0976563,2.0
10,1638820883.1505203,143.2,24.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.25
11,1638820883.2934842,144.54,24.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0976563,2.75
12,1638820883.4204874,144.88,24.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
13,1638820883.5645068,143.79,24.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.25
14,1638820883.7054846,144.93,24.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.5
15,1638820883.846484,143.96,24.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0
16,1638820883.989485,143.95,24.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.25
17,1638820884.1154857,143.88,24.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.5
18,1638820884.2564836,143.19,24.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.75
19,1638820884.396489,143.15,24.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25
20,1638820884.542484,143.12,24.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.5
21,1638820884.6794882,142.77,24.59,0.0,0.0,0.0,0.0,0.0,0.0,0.2929687,5.75
22,1638820884.820517,143.02,24.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.25
23,1638820884.9445174,141.36,24.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.5
24,1638820885.086483,141.98,24.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.75
25,1638820885.2314856,142.14,24.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
26,1638820885.371489,142.99,24.56,0.0,0.0,0.0,0.0,0.0,0.0,0.1953125,7.5
27,1638820885.5124843,142.22,24.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.75
28,1638820885.638485,141.55,24.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0
29,1638820885.7784855,142.04,24.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0976563,8.25
30,1638820885.9214845,141.01,24.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0976563,8.75
31,1638820886.062486,141.65,24.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
32,1638820886.1994834,141.71,24.52,0.0,0.0,0.0,0.0,0.0,0.0,0.390625,9.25
33,1638820886.340484,141.56,24.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5
34,1638820886.468484,141.48,24.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0976563,9.75
35,1638820886.6095183,141.29,24.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0976563,10.25
36,1638820886.748486,140.41,24.63,0.0,0.0,0.0,0.0,0.0,0.0,0.0976563,10.5
37,1638820886.8894837,140.32,24.54,0.0,0.0,0.0,0.0,0.0,0.0,0.1953125,10.75
38,1638820887.0284853,140.35,24.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.25
39,1638820887.1724834,141.54,24.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.5
40,1638820887.3004835,140.61,24.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.75
41,1638820887.4424832,139.51,24.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0
42,1638820887.5824833,140.55,24.59,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.5
43,1638820887.724483,140.34,24.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.75
44,1638820887.8664827,139.66,24.6,0.0,0.0,0.0,0.0,0.0,0.0,0.1953125,13.0
45,1638820887.9954967,139.79,24.51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.25
46,1638820888.1364849,139.44,24.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.75
47,1638820888.2764876,139.64,24.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0
48,1638820888.4164832,139.42,24.49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.25
