,Time,Mass Flow,Flow Temperature,Temperature 1,Internal Temperature 1,Temperature 2,Internal Temperature 2,Temperature 3,Internal Temperature 3,Tank Pressure,Inlet Pressure,Valve Position,Heater Current
43,1643230508.7033393,0.26,0.0,29.25,0.0,28.5,0.0,27.75,0.0,62.7929687,50.0,90.0,526.0
44,1643230508.8537002,0.25,0.0,29.5,0.0,28.5,0.0,27.75,0.0,62.3046875,49.7070312,90.0,532.0
45,1643230509.0254254,0.25,0.0,29.25,0.0,28.75,0.0,27.75,0.0,62.5488281,50.0,90.0,529.0
46,1643230509.194027,0.26,0.0,29.25,0.0,28.75,0.0,27.75,0.0,62.5488281,50.0,90.0,525.0
47,1643230509.3686585,0.25,0.0,29.5,0.0,28.5,0.0,28.0,0.0,62.7929687,50.0976562,90.0,529.0
48,1643230509.5216482,0.25,0.0,29.25,0.0,28.75,0.0,27.75,0.0,63.0371093,50.0976562,90.0,528.0
49,1643230509.6972957,0.26,0.0,29.25,0.0,28.75,0.0,28.0,0.0,63.0371093,50.0976562,90.0,529.0
50,1643230509.8522618,0.26,0.0,29.25,0.0,28.75,0.0,27.75,0.0,63.28125,50.2929687,90.0,529.0
51,1643230510.0278735,0.25,0.0,29.25,0.0,28.75,0.0,28.0,0.0,63.28125,50.1953125,90.0,533.0
52,1643230510.195395,0.26,0.0,29.5,0.0,28.5,0.0,27.75,0.0,63.28125,50.0976562,90.0,535.0
53,1643230510.3655744,0.25,0.0,29.25,0.0,28.75,0.0,27.75,0.0,63.28125,50.2929687,90.0,530.0
54,1643230510.538534,0.25,0.0,29.25,0.0,28.75,0.0,27.75,0.0,63.5253906,50.2929687,90.0,532.0
55,1643230510.6919894,0.25,0.0,29.25,0.0,28.75,0.0,27.75,0.0,63.28125,50.1953125,90.0,527.0
56,1643230510.8577652,0.25,0.0,29.25,0.0,28.75,0.0,27.75,0.0,63.5253906,50.2929687,90.0,526.0
57,1643230511.029962,0.25,0.0,29.25,0.0,28.75,0.0,27.75,0.0,63.5253906,50.1953125,90.0,533.0
58,1643230511.206777,0.26,0.0,29.25,0.0,28.75,0.0,27.75,0.0,63.28125,50.0976562,90.0,527.0
59,1643230511.3605664,0.25,0.0,29.5,0.0,28.75,0.0,27.75,0.0,63.5253906,50.2929687,90.0,528.0
60,1643230511.5343518,0.25,0.0,29.25,0.0,28.75,0.0,28.0,0.0,63.28125,50.0,90.0,530.0
