,Time,Elapsed Time,Mass Flow,Target Mass Flow,MFM Temperature,Inlet Temperature,Midpoint Temperature,Outlet Temperature,Heater Temperature,Supply Pressure,Inlet Pressure,Midpoint Pressure,Outlet Pressure,Valve PositionHeater Power,Heater Current
0,1644262216.6095302,0.0,16.42,0.0,25.01,29.75,27.5,21.75,78.75,-0.6835937,0.1953125,0.0976563,0.0,0.0,100.0
1,1644262216.7622654,0.1338820457458496,16.39,0.0,24.99,30.25,27.75,22.25,78.5,-0.9277344,0.0,0.0,0.0,0.0,100.0
2,1644262216.9343944,0.24277710914611816,16.35,0.0,25.0,30.0,27.5,21.75,78.5,-0.9277344,0.390625,0.0,0.0,0.0,100.0
3,1644262217.10252,0.4599266052246094,16.38,0.0,25.03,30.0,27.25,22.75,78.25,-0.9277344,0.0976563,0.0,0.0,0.0,100.0
4,1644262217.26336,0.5681240558624268,16.37,0.0,25.02,29.75,27.5,22.75,78.25,-0.9277344,0.0976563,0.0,0.0,0.0,100.0
5,1644262217.4309561,0.7871203422546387,16.44,0.0,25.04,29.75,27.5,22.75,78.25,-0.6835937,0.1953125,0.0,0.0,0.0,100.0
6,1644262217.6033022,1.0057470798492432,16.39,0.0,25.06,29.75,27.5,22.25,78.25,-0.9277344,0.1953125,0.0,0.0,0.0,100.0
7,1644262217.765823,1.115516185760498,16.34,0.0,25.03,30.0,27.75,22.25,78.0,-0.9277344,0.0976563,0.0,0.0,0.0,100.0
8,1644262217.9315555,1.3340003490447998,16.41,0.0,25.01,30.0,27.25,21.75,78.25,-0.9277344,0.1953125,0.0,0.0,0.0,100.0
9,1644262218.1028519,1.4440555572509766,16.35,0.0,25.06,29.75,27.25,21.5,78.0,-0.9277344,0.0976563,0.0,0.0,0.0,100.0
10,1644262218.2700188,1.66245436668396,16.35,0.0,25.0,29.75,27.25,22.25,77.5,-0.9277344,0.0976563,0.0,0.0,0.0,100.0
11,1644262218.4303071,1.7713093757629395,16.39,0.0,25.06,29.75,27.0,21.75,78.0,-0.9277344,0.1953125,0.0,0.0,0.0,100.0
12,1644262218.6017442,1.9888396263122559,16.33,0.0,25.06,30.0,27.25,22.75,78.0,-0.9277344,0.0976563,0.0,0.0,0.0,100.0
13,1644262218.7766125,2.098331928253174,16.31,0.0,25.07,30.0,27.25,22.75,78.5,-0.9277344,0.4882812,0.0976563,0.0,0.0,100.0
14,1644262218.927788,2.3144195079803467,16.49,0.0,25.05,29.75,27.25,22.25,78.25,-0.9277344,0.0,0.0,0.0,0.0,100.0
15,1644262219.0979767,2.4230518341064453,16.36,0.0,25.09,29.75,27.25,22.5,78.5,-0.9277344,0.0,0.0,0.0,0.0,100.0
16,1644262219.2694783,2.640117645263672,16.42,0.0,25.05,29.75,27.75,22.25,78.0,-0.9277344,0.0,0.0,0.0,0.0,100.0
17,1644262219.428481,2.749541759490967,16.42,0.0,25.0,30.0,27.5,22.0,78.25,-0.9277344,0.0976563,0.0,0.0,0.0,100.0
18,1644262219.5968077,2.9697420597076416,16.39,0.0,25.03,29.75,27.0,22.25,78.25,-0.9277344,0.1953125,0.1953125,0.0,0.0,100.0
19,1644262219.7690473,3.0778908729553223,16.39,0.0,25.07,29.75,27.5,22.0,78.25,-0.9277344,0.0,0.0,0.0,0.0,100.0
20,1644262219.9437678,3.2966389656066895,16.32,0.0,24.99,29.5,27.75,22.75,78.5,-0.9277344,0.0976563,0.0976563,0.0,0.0,100.0
21,1644262220.0963955,3.4049532413482666,16.41,0.0,25.0,30.0,27.5,23.25,78.25,-0.9277344,0.0,0.0,0.0,0.0,100.0
22,1644262220.2667222,3.6237261295318604,16.38,0.0,25.03,30.25,27.5,22.5,78.25,-0.9277344,0.1953125,0.0,0.0,0.0,100.0
23,1644262220.4499743,3.8415627479553223,16.32,0.0,25.06,30.0,27.5,23.0,78.25,-0.6835937,0.1953125,0.0,0.0,0.0,100.0
24,1644262220.5938337,3.9503109455108643,16.39,0.0,25.07,29.75,27.0,22.25,78.25,-0.9277344,0.0976563,0.0,0.0,0.0,100.0
25,1644262220.764441,4.058346748352051,16.32,0.0,25.07,30.0,27.75,22.75,78.5,-0.9277344,0.1953125,0.0,0.0,0.0,100.0
