,Time,Elapsed Time,Mass Flow,MFM Temperature,Inlet Temperature,Midpoint Temperature,Outlet Temperature,Heater Temperature,Supply Pressure,Inlet Pressure,Midpoint Pressure,Outlet Pressure,Valve Position,Heater Power,Heater Current,Desired T_exit
0,1644866929.1231773,0.1002805233001709,102.76,23.73,23.5,24.75,33.0,77.75,-44.140625,6.3476562,5.6640625,5.859375,76.5,100.0,-0.08,[29.0]
1,1644866929.2800307,0.21609735488891602,102.26,23.74,23.0,25.0,32.75,77.5,-44.3847656,6.3476562,5.7617187,5.7617187,65.025,100.0,-0.03,[29.0]
2,1644866929.4613416,0.43492913246154785,102.51,23.72,23.0,25.0,33.0,77.25,-43.6523437,6.4453125,5.6640625,5.9570312,46.980562500000005,100.0,0.05,[29.0]
3,1644866929.6278844,0.5569415092468262,101.81,23.69,22.25,24.75,33.0,78.0,-44.140625,6.3476562,5.6640625,5.859375,39.93347812500001,100.0,0.08,[29.0]
4,1644866929.793077,0.7858026027679443,101.34,23.72,23.0,24.75,33.75,78.25,-44.140625,6.3476562,5.6640625,5.7617187,28.851937945312507,100.0,0.05,[29.0]
5,1644866929.9629285,0.9016780853271484,98.25,23.72,23.25,25.0,34.25,78.0,-44.140625,6.3476562,5.6640625,5.859375,24.52414725351563,100.0,0.03,[29.0]
6,1644866930.1285138,1.1212389469146729,92.42,23.7,23.0,24.75,33.0,77.75,-44.140625,6.3476562,5.7617187,5.7617187,17.71869639066504,100.0,0.11,[29.0]
7,1644866930.2849896,1.233630895614624,86.58,23.77,23.0,24.5,33.0,78.0,-44.140625,6.3476562,5.6640625,5.7617187,15.060891932065285,100.0,0.0,[29.0]
8,1644866930.4628928,1.4682271480560303,64.26,23.75,22.75,24.75,34.25,78.0,-44.140625,6.3476562,5.6640625,5.7617187,10.881494420917168,100.0,-0.03,[29.0]
9,1644866930.632496,1.5870733261108398,50.95,23.79,22.75,25.25,32.5,77.75,-43.4082031,6.3476562,5.7617187,5.859375,9.249270257779592,100.0,-0.05,[29.0]
10,1644866930.7943048,1.8182804584503174,26.7,23.76,22.5,23.75,33.5,78.0,-44.140625,6.3476562,5.6640625,5.859375,7.861879719112654,100.0,0.03,[29.0]
11,1644866930.9631946,1.9367849826812744,14.14,23.77,22.5,25.0,33.25,77.75,-44.140625,6.4453125,5.6640625,5.859375,5.680208097058893,100.0,-0.05,[29.0]
12,1644866931.129591,2.153566598892212,0.63,23.77,22.0,24.0,33.5,78.0,-44.140625,6.3476562,5.6640625,5.859375,4.828176882500059,100.0,0.03,[29.0]
13,1644866931.2947154,2.268805980682373,-0.06,23.73,22.0,24.25,33.25,77.75,-44.140625,6.3476562,5.6640625,5.859375,3.4883577976062927,100.0,-0.05,[29.0]
14,1644866931.4640138,2.3876919746398926,-0.04,23.76,22.5,24.25,33.0,78.0,-44.140625,6.3476562,5.6640625,5.859375,2.9651041279653487,100.0,0.03,[29.0]
15,1644866931.6295276,2.606632947921753,-0.05,23.71,22.25,23.75,33.25,77.75,-44.140625,6.3476562,5.7617187,5.7617187,2.1422877324549643,100.0,0.05,[29.0]
16,1644866931.7990198,2.719290018081665,-0.05,23.76,21.75,24.25,35.0,71.75,-44.140625,6.3476562,5.6640625,5.7617187,1.8209445725867197,100.0,0.08,[29.0]
17,1644866931.9645567,2.954756259918213,-0.04,23.76,20.75,22.75,32.75,74.5,-44.140625,6.3476562,5.859375,5.7617187,1.315632453693905,100.0,0.05,[29.0]
18,1644866932.1306894,3.0700552463531494,-0.04,23.79,-14.5,10.5,18.25,-49.25,-44.3847656,6.3476562,5.6640625,5.859375,1.1182875856398193,100.0,0.0,[29.0]
19,1644866932.296228,3.3045754432678223,-0.04,23.73,21.0,23.25,35.75,72.25,-44.140625,6.3476562,5.6640625,5.7617187,1.478935332008661,100.0,5.08,[29.0]
20,1644866932.4687374,3.420459270477295,-0.05,23.76,19.75,22.75,35.75,72.75,-44.140625,6.3476562,5.6640625,5.7617187,1.2570950322073617,100.0,4.87,[29.0]
21,1644866932.6340978,3.6424460411071777,-0.04,23.82,20.0,23.25,32.75,77.25,-44.140625,6.3476562,5.6640625,5.859375,0.9082511607698189,100.0,4.28,[29.0]
22,1644866932.8126721,3.752332925796509,-0.05,23.76,19.25,22.0,32.5,69.0,-44.140625,6.3476562,5.6640625,5.7617187,0.7720134866543461,100.0,3.14,[29.0]
23,1644866932.965861,3.9711978435516357,-0.04,23.76,18.5,21.25,33.25,72.5,-44.140625,6.3476562,5.6640625,5.7617187,0.5577797441077651,100.0,2.07,[29.0]
24,1644866933.1318507,4.091176986694336,-0.04,23.72,22.0,22.75,35.5,70.5,-44.140625,6.3476562,5.7617187,5.7617187,0.4741127824916003,100.0,1.17,[29.0]
25,1644866933.3127437,4.321093320846558,-0.04,23.75,19.25,24.5,32.75,72.5,-44.140625,6.3476562,5.7617187,5.859375,0.34254648535018123,100.0,0.27,[29.0]
26,1644866933.466491,4.424391031265259,-0.04,23.76,21.0,23.0,32.25,73.5,-44.140625,6.4453125,5.6640625,5.859375,0.2911645125476541,100.0,-0.53,[29.0]
27,1644866933.64857,4.641297101974487,-0.04,23.74,23.0,21.5,35.75,71.75,-44.140625,6.4453125,5.6640625,5.859375,0.21036636031568007,100.0,-3.83,[29.0]
28,1644866933.8018048,4.753187656402588,-0.04,23.77,19.25,21.75,33.25,71.25,-44.6289062,6.3476562,5.6640625,5.859375,0.17881140626832806,100.0,-5.13,[29.0]
29,1644866933.9827507,4.9724602699279785,-0.04,23.8,20.75,24.25,31.25,68.5,-44.140625,6.4453125,5.7617187,5.859375,0.12919124102886703,100.0,-4.92,[29.0]
30,1644866934.151274,5.090979099273682,-0.04,23.72,20.25,23.25,35.25,76.0,-44.140625,6.3476562,5.7617187,5.7617187,0.10981255487453698,100.0,-2.79,[29.0]
31,1644866934.3139958,5.322349309921265,-0.03,23.67,21.5,21.25,36.0,77.25,-44.140625,6.3476562,5.7617187,5.859375,0.07933957089685298,100.0,0.11,[29.0]
32,1644866934.48658,5.42874002456665,-0.03,23.76,22.0,21.5,32.75,69.5,-44.140625,6.3476562,5.6640625,5.7617187,0.06743863526232503,100.0,1.06,[29.0]
33,1644866934.649081,5.657430410385132,-0.04,23.72,20.75,21.75,35.0,76.0,-44.140625,6.3476562,5.6640625,5.859375,0.04872441397702983,100.0,2.21,[29.0]
34,1644866934.8254015,5.77126669883728,-0.04,23.77,21.75,23.25,35.75,71.75,-44.140625,6.3476562,5.7617187,5.7617187,0.04141575188047536,100.0,3.27,[29.0]
35,1644866934.9831374,6.007112979888916,-0.04,23.75,17.5,23.25,33.25,73.0,-44.140625,6.3476562,5.7617187,5.7617187,0.03520338909840406,100.0,4.02,[29.0]
36,1644866935.1524117,6.123004198074341,-0.03,23.77,22.0,21.25,35.5,75.25,-44.140625,6.3476562,5.6640625,5.7617187,0.025434448623596933,100.0,4.73,[29.0]
37,1644866935.3183877,6.342363357543945,-0.03,23.72,22.5,22.75,35.75,70.75,-44.3847656,6.3476562,5.6640625,5.7617187,0.021619281330057392,100.0,5.16,[29.0]
38,1644866935.4837382,6.4578235149383545,-0.04,23.69,20.25,24.0,35.25,75.0,-44.8730468,6.3476562,5.6640625,5.859375,0.015619930760966466,100.0,-0.11,[29.0]
39,1644866935.652476,6.5726354122161865,-0.04,23.8,20.0,23.75,35.5,75.0,-44.140625,6.3476562,5.6640625,5.859375,0.013276941146821496,100.0,0.0,[29.0]
40,1644866935.8151882,6.807902097702026,-0.04,23.72,22.25,24.0,36.75,66.0,-44.140625,6.3476562,5.6640625,5.7617187,0.009592589978578531,100.0,-0.05,[29.0]
41,1644866935.9874299,6.923417568206787,-0.04,23.72,20.25,22.25,35.75,76.0,-44.140625,6.3476562,5.6640625,5.859375,0.008153701481791752,100.0,0.0,[29.0]
42,1644866936.1498795,7.142606019973755,-0.02,23.82,21.5,23.75,33.0,68.75,-44.140625,6.3476562,5.6640625,5.7617187,0.00589104932059454,100.0,-0.11,[29.0]
43,1644866936.3196287,7.259409427642822,-0.04,23.81,18.5,22.25,33.5,72.25,-44.140625,6.3476562,5.6640625,5.859375,0.005007391922505359,100.0,-0.08,[29.0]
44,1644866936.5000148,7.492748975753784,-0.04,23.82,22.25,23.5,33.75,77.5,-44.140625,6.3476562,5.6640625,5.859375,0.003617840664010122,100.0,0.03,[29.0]
45,1644866936.6689744,7.608425140380859,-0.04,23.81,19.25,22.5,36.5,68.5,-44.140625,6.4453125,5.6640625,5.859375,0.0030751645644086036,100.0,0.16,[29.0]
46,1644866936.8347437,7.827462673187256,-0.04,23.83,21.0,19.0,34.5,73.75,-44.3847656,6.3476562,5.6640625,5.859375,0.002221806397785216,100.0,0.16,[29.0]
47,1644866936.988629,7.940361976623535,-0.04,23.78,22.0,24.25,31.25,72.25,-44.140625,6.3476562,5.7617187,5.859375,0.0018885354381174336,100.0,0.08,[29.0]
48,1644866937.1699758,8.149685621261597,-0.03,23.76,21.5,23.75,35.0,65.0,-44.140625,6.3476562,5.6640625,5.859375,0.0013644668540398457,100.0,-0.03,[29.0]
49,1644866937.336054,8.260017395019531,-0.04,23.69,20.25,22.0,33.0,75.75,-44.140625,6.3476562,5.6640625,5.859375,0.0011597968259338689,100.0,-0.08,[29.0]
50,1644866937.5014117,8.49413537979126,-0.04,23.76,19.75,24.25,33.75,70.0,-44.140625,6.3476562,5.6640625,5.859375,0.0008379532067372202,100.0,0.05,[29.0]
51,1644866937.6700823,8.60687255859375,-0.04,23.8,19.0,18.25,36.25,71.5,-44.140625,6.3476562,5.6640625,5.859375,0.0007122602257266372,100.0,-0.03,[29.0]
52,1644866937.8359425,8.8442964553833,-0.04,23.74,21.25,23.0,32.5,73.5,-44.140625,6.3476562,5.7617187,5.859375,0.0005146080130874954,100.0,0.13,[29.0]
53,1644866938.0043607,8.956674337387085,-0.04,23.73,21.0,24.25,34.5,75.5,-44.140625,6.3476562,5.6640625,5.859375,0.00043741681112437116,100.0,0.0,[29.0]
54,1644866938.1706486,9.172478199005127,-0.04,23.72,20.25,22.5,35.0,77.5,-44.140625,6.3476562,5.6640625,5.859375,0.0003160336460373581,100.0,0.0,[29.0]
55,1644866938.333239,9.276080131530762,-0.03,23.75,20.75,16.5,33.0,71.75,-44.140625,6.3476562,5.7617187,5.859375,0.0002686285991317544,100.0,0.05,[29.0]
56,1644866938.5054793,9.498206377029419,-0.04,23.79,19.25,19.75,35.25,75.25,-43.8964843,6.3476562,5.6640625,5.7617187,0.00019408416287269254,100.0,-0.03,[29.0]
57,1644866938.670588,9.60692572593689,-0.02,23.82,20.75,22.5,36.5,77.5,-44.140625,6.3476562,5.6640625,5.859375,0.00016497153844178866,100.0,0.0,[29.0]
