,Time,Elapsed Time,Mass Flow,Target Mass Flow,MFM Temperature,Inlet Temperature,Midpoint Temperature,Outlet Temperature,Heater Temperature,Supply Pressure,Inlet Pressure,Midpoint Pressure,Outlet Pressure,Valve Position,Heater Power,Heater Current
0,1644444875.4861047,0.03504323959350586,44.36,0.0,26.09,24.5,36.0,58.0,123.0,2.2460937,2.5390625,1.4648437,0.0,0.0,200.0,0.0
1,1644444875.6442256,0.1610116958618164,44.38,0.0,26.13,24.75,36.25,57.75,123.75,2.0019531,2.6367187,1.4648437,0.0,0.0,200.0,0.03
2,1644444875.8192914,0.27108025550842285,44.54,0.0,26.07,24.75,35.25,57.5,123.0,2.2460937,2.5390625,1.3671875,0.0,0.0,200.0,0.11
3,1644444875.970503,0.4884779453277588,44.54,0.0,26.11,23.0,36.75,57.5,124.25,2.2460937,2.4414062,1.5625,0.0,0.0,200.0,0.03
4,1644444876.1418388,0.5972530841827393,44.36,0.0,26.09,24.75,36.25,57.75,123.75,2.2460937,2.4414062,1.4648437,0.0,0.0,200.0,-0.03
5,1644444876.3143203,0.8155643939971924,44.35,0.0,26.09,24.0,35.25,58.5,124.0,2.2460937,2.4414062,1.5625,0.0,0.0,200.0,0.0
6,1644444876.475292,0.9253578186035156,44.33,0.0,26.1,24.25,36.5,57.75,124.25,2.0019531,2.5390625,1.5625,0.0,0.0,200.0,0.03
7,1644444876.6429613,1.143179178237915,44.62,0.0,26.06,24.0,34.75,57.75,124.0,2.2460937,2.34375,1.5625,0.0,0.0,200.0,-0.03
8,1644444876.7964885,1.252443552017212,44.32,0.0,26.0,24.0,36.0,58.25,124.0,2.0019531,2.734375,1.4648437,0.0,0.0,200.0,0.03
9,1644444876.965534,1.4684412479400635,44.34,0.0,26.07,24.25,36.5,57.75,124.25,2.2460937,2.4414062,1.5625,0.0,0.0,200.0,0.05
10,1644444877.1420987,1.6830899715423584,44.42,0.0,26.09,24.5,37.25,58.5,123.25,2.0019531,2.6367187,1.3671875,0.0,0.0,200.0,0.0
11,1644444877.3043313,1.8073110580444336,44.44,0.0,26.06,24.25,37.5,58.25,123.75,2.2460937,2.5390625,1.171875,0.0,0.0,200.0,0.03
