,Time,Mass Flow,Flow Temperature,Temperature 1,Internal Temperature 1,Temperature 2,Internal Temperature 2,Temperature 3,Internal Temperature 3,Pressure,Valve Position
53,1638819241.289857,41.05,25.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,1638819242.320969,40.71,25.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,1638819243.3562644,40.37,25.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,1638819244.3994062,41.11,25.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,1638819245.4533713,40.61,25.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,1638819246.4774065,40.83,25.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,1638819247.5061972,40.79,25.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
60,1638819248.543201,40.76,25.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,1638819249.576198,40.72,25.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,1638819250.6272266,40.68,25.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
63,1638819251.6600347,40.28,25.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,1638819252.6840708,40.68,25.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,1638819253.7221131,40.73,25.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
66,1638819254.7561405,40.35,25.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
