,Time,Mass Flow,Flow Temperature,Temperature 1,Internal Temperature 1,Temperature 2,Internal Temperature 2,Temperature 3,Internal Temperature 3,Tank Pressure,Inlet Pressure,Valve Position,Heater Current
0,1643230406.2134573,0.26,0.0,29.5,0.0,28.5,0.0,27.75,0.0,60.3515625,48.5351562,90.0,508.0
1,1643230406.368426,0.26,0.0,29.5,0.0,28.5,0.0,27.75,0.0,60.1074218,48.3398437,90.0,510.0
2,1643230406.535577,0.26,0.0,29.5,0.0,28.5,0.0,27.75,0.0,59.8632812,48.1445312,90.0,508.0
3,1643230406.7055504,0.26,0.0,29.5,0.0,28.5,0.0,27.75,0.0,59.6191406,48.2421875,90.0,510.0
4,1643230406.8816576,0.26,0.0,29.5,0.0,28.5,0.0,27.75,0.0,59.8632812,48.4375,90.0,508.0
5,1643230407.0318882,0.27,0.0,29.5,0.0,28.5,0.0,27.75,0.0,59.8632812,48.4375,90.0,505.0
6,1643230407.2038198,0.25,0.0,29.5,0.0,28.5,0.0,27.75,0.0,60.1074218,48.5351562,90.0,511.0
7,1643230407.3751976,0.26,0.0,29.5,0.0,28.5,0.0,27.75,0.0,60.1074218,48.4375,90.0,509.0
8,1643230407.536761,0.26,0.0,29.5,0.0,28.75,0.0,27.75,0.0,60.1074218,48.5351562,90.0,509.0
9,1643230407.7029293,0.26,0.0,29.25,0.0,28.5,0.0,27.75,0.0,60.3515625,48.5351562,90.0,508.0
10,1643230407.876287,0.25,0.0,29.5,0.0,28.5,0.0,27.5,0.0,60.3515625,48.4375,90.0,506.0
11,1643230408.0368469,0.25,0.0,29.5,0.0,28.5,0.0,27.75,0.0,60.3515625,48.5351562,90.0,509.0
12,1643230408.202776,0.26,0.0,29.5,0.0,28.5,0.0,27.75,0.0,60.1074218,48.2421875,90.0,510.0
13,1643230408.372531,0.26,0.0,29.5,0.0,28.5,0.0,27.75,0.0,60.1074218,48.4375,90.0,510.0
14,1643230408.5490003,0.25,0.0,29.5,0.0,28.5,0.0,27.75,0.0,59.8632812,48.3398437,90.0,510.0
15,1643230408.701434,0.25,0.0,29.5,0.0,28.5,0.0,27.75,0.0,59.6191406,48.1445312,90.0,511.0
16,1643230408.8732078,0.25,0.0,29.5,0.0,28.5,0.0,27.75,0.0,59.6191406,48.3398437,90.0,508.0
17,1643230409.0432756,0.25,0.0,29.5,0.0,28.5,0.0,27.75,0.0,59.8632812,48.3398437,90.0,506.0
18,1643230409.2176452,0.26,0.0,29.5,0.0,28.75,0.0,27.75,0.0,59.8632812,48.3398437,90.0,509.0
19,1643230409.3710914,0.26,0.0,29.5,0.0,28.5,0.0,27.75,0.0,59.8632812,48.2421875,90.0,505.0
20,1643230409.5407932,0.25,0.0,29.5,0.0,28.5,0.0,27.75,0.0,59.6191406,48.046875,90.0,508.0
21,1643230409.7102015,0.26,0.0,29.5,0.0,28.5,0.0,27.75,0.0,59.6191406,48.2421875,90.0,506.0
22,1643230409.8848093,0.25,0.0,29.5,0.0,28.5,0.0,27.75,0.0,59.375,48.1445312,90.0,506.0
23,1643230410.0528362,0.26,0.0,29.25,0.0,28.5,0.0,27.75,0.0,59.375,48.046875,90.0,509.0
24,1643230410.2093992,0.26,0.0,29.5,0.0,28.5,0.0,27.75,0.0,59.6191406,48.3398437,90.0,510.0
25,1643230410.3794575,0.26,0.0,29.5,0.0,28.5,0.0,27.75,0.0,59.6191406,48.3398437,90.0,508.0
26,1643230410.556487,0.26,0.0,29.25,0.0,28.5,0.0,27.75,0.0,59.6191406,48.2421875,90.0,514.0
27,1643230410.7087452,0.26,0.0,29.5,0.0,28.5,0.0,27.75,0.0,59.375,48.046875,90.0,513.0
28,1643230410.8821383,0.25,0.0,29.5,0.0,28.5,0.0,27.75,0.0,59.375,48.046875,90.0,509.0
29,1643230411.0390618,0.26,0.0,29.5,0.0,28.5,0.0,27.75,0.0,59.375,48.2421875,90.0,511.0
30,1643230411.21346,0.26,0.0,29.5,0.0,28.5,0.0,27.75,0.0,59.6191406,48.3398437,90.0,508.0
31,1643230411.3841944,0.25,0.0,29.5,0.0,28.5,0.0,27.75,0.0,59.6191406,48.3398437,90.0,507.0
32,1643230411.556921,0.25,0.0,29.5,0.0,28.5,0.0,27.75,0.0,59.6191406,48.3398437,90.0,509.0
33,1643230411.7177858,0.26,0.0,29.5,0.0,28.5,0.0,27.75,0.0,59.6191406,48.4375,90.0,508.0
34,1643230411.886237,0.25,0.0,29.5,0.0,28.5,0.0,27.75,0.0,59.6191406,48.1445312,90.0,508.0
35,1643230412.043547,0.26,0.0,29.5,0.0,28.5,0.0,27.75,0.0,59.6191406,48.2421875,90.0,509.0
36,1643230412.2190897,0.25,0.0,29.5,0.0,28.5,0.0,27.75,0.0,59.6191406,48.5351562,90.0,508.0
