,Time,Mass Flow,Flow Temperature,Temperature 1,Internal Temperature 1,Temperature 2,Internal Temperature 2,Temperature 3,Internal Temperature 3,Tank Pressure,Inlet Pressure,Valve Position
0,1643230042.8482242,0.28,0.0,31.0,0.0,28.75,0.0,28.75,0.0,60.1074218,48.4375,90.0
1,1643230043.0257883,0.29,0.0,31.0,0.0,28.75,0.0,28.75,0.0,60.1074218,48.4375,90.0
2,1643230043.1889284,0.28,0.0,31.0,0.0,28.75,0.0,28.5,0.0,60.1074218,48.3398437,90.0
3,1643230043.3578572,0.29,0.0,31.0,0.0,28.75,0.0,28.0,0.0,59.8632812,48.2421875,90.0
4,1643230043.5295022,0.28,0.0,31.0,0.0,28.75,0.0,28.0,0.0,59.8632812,48.2421875,90.0
5,1643230043.6888475,0.29,0.0,30.75,0.0,28.75,0.0,28.0,0.0,60.1074218,48.5351562,90.0
6,1643230043.8535395,0.29,0.0,31.0,0.0,28.75,0.0,28.0,0.0,60.1074218,48.3398437,90.0
7,1643230044.0258918,0.29,0.0,31.0,0.0,28.75,0.0,28.0,0.0,60.3515625,48.5351562,90.0
8,1643230044.2034106,0.28,0.0,31.0,0.0,28.75,0.0,28.5,0.0,60.1074218,48.4375,90.0
9,1643230044.3575647,0.29,0.0,31.0,0.0,28.75,0.0,28.5,0.0,59.8632812,48.4375,90.0
10,1643230044.5283027,0.29,0.0,31.0,0.0,28.75,0.0,28.5,0.0,60.1074218,48.4375,90.0
11,1643230044.6839738,0.28,0.0,31.25,0.0,28.75,0.0,28.25,0.0,59.8632812,48.3398437,90.0
12,1643230044.8584583,0.29,0.0,31.0,0.0,28.75,0.0,28.25,0.0,59.8632812,48.3398437,90.0
13,1643230045.0260155,0.29,0.0,31.25,0.0,28.75,0.0,28.25,0.0,60.1074218,48.4375,90.0
14,1643230045.196939,0.28,0.0,31.25,0.0,28.75,0.0,28.0,0.0,60.3515625,48.7304687,90.0
15,1643230045.3715808,0.28,0.0,31.25,0.0,28.75,0.0,28.25,0.0,60.1074218,48.4375,90.0
16,1643230045.5235698,0.29,0.0,31.25,0.0,28.75,0.0,28.25,0.0,59.8632812,48.3398437,90.0
17,1643230045.6946409,0.28,0.0,31.25,0.0,28.75,0.0,28.25,0.0,60.1074218,48.4375,90.0
18,1643230045.8670828,0.28,0.0,31.25,0.0,28.75,0.0,28.25,0.0,59.6191406,48.2421875,90.0
19,1643230046.0409758,0.29,0.0,31.0,0.0,28.75,0.0,28.0,0.0,59.6191406,48.3398437,90.0
20,1643230046.1922228,0.29,0.0,31.0,0.0,28.75,0.0,28.25,0.0,59.8632812,48.2421875,90.0
21,1643230046.362886,0.28,0.0,31.0,0.0,28.75,0.0,28.25,0.0,59.8632812,48.4375,90.0
22,1643230046.5331216,0.28,0.0,31.0,0.0,28.75,0.0,28.25,0.0,59.8632812,48.3398437,90.0
23,1643230046.7071762,0.28,0.0,31.0,0.0,28.75,0.0,28.25,0.0,60.1074218,48.3398437,90.0
24,1643230046.876995,0.28,0.0,31.0,0.0,28.75,0.0,28.25,0.0,59.8632812,48.3398437,90.0
25,1643230047.0297873,0.29,0.0,31.0,0.0,28.75,0.0,28.25,0.0,59.6191406,48.046875,90.0
26,1643230047.2007158,0.29,0.0,31.0,0.0,28.75,0.0,28.25,0.0,59.6191406,48.1445312,90.0
27,1643230047.3778014,0.27,0.0,31.0,0.0,28.75,0.0,28.25,0.0,60.1074218,48.6328125,90.0
28,1643230047.5270767,0.29,0.0,31.0,0.0,28.75,0.0,28.0,0.0,60.1074218,48.5351562,90.0
29,1643230047.698236,0.29,0.0,31.0,0.0,28.75,0.0,28.25,0.0,60.1074218,48.3398437,90.0
30,1643230047.8701687,0.28,0.0,30.75,0.0,28.75,0.0,28.0,0.0,60.1074218,48.6328125,90.0
31,1643230048.0435688,0.28,0.0,31.0,0.0,28.75,0.0,28.0,0.0,60.1074218,48.4375,90.0
32,1643230048.2125597,0.29,0.0,31.0,0.0,28.75,0.0,28.0,0.0,60.1074218,48.3398437,90.0
33,1643230048.3682113,0.28,0.0,31.25,0.0,28.75,0.0,28.0,0.0,59.8632812,48.4375,90.0
34,1643230048.539146,0.28,0.0,31.25,0.0,28.75,0.0,28.25,0.0,59.8632812,48.3398437,90.0
35,1643230048.7118466,0.29,0.0,31.25,0.0,28.75,0.0,28.0,0.0,59.8632812,48.3398437,90.0
36,1643230048.8786385,0.29,0.0,31.25,0.0,28.75,0.0,28.25,0.0,60.1074218,48.4375,90.0
37,1643230049.0348449,0.28,0.0,31.25,0.0,28.75,0.0,28.0,0.0,60.3515625,48.5351562,90.0
38,1643230049.2071714,0.28,0.0,31.25,0.0,28.75,0.0,28.0,0.0,60.1074218,48.5351562,90.0
39,1643230049.3807929,0.29,0.0,31.25,0.0,28.75,0.0,28.0,0.0,60.3515625,48.5351562,90.0
40,1643230049.5478575,0.29,0.0,31.5,0.0,28.75,0.0,28.25,0.0,60.1074218,48.2421875,90.0
41,1643230049.702242,0.28,0.0,31.25,0.0,28.75,0.0,28.0,0.0,59.8632812,48.2421875,90.0
42,1643230049.8739371,0.28,0.0,31.5,0.0,28.75,0.0,28.25,0.0,59.6191406,48.1445312,90.0
43,1643230050.051224,0.28,0.0,31.25,0.0,28.75,0.0,28.0,0.0,59.6191406,48.4375,90.0
44,1643230050.2007701,0.28,0.0,31.5,0.0,28.75,0.0,28.0,0.0,59.375,48.4375,90.0
45,1643230050.37301,0.28,0.0,31.5,0.0,28.75,0.0,28.25,0.0,59.8632812,48.4375,90.0
46,1643230050.5457964,0.28,0.0,31.5,0.0,28.75,0.0,28.0,0.0,59.8632812,48.3398437,90.0
47,1643230050.7209647,0.28,0.0,31.5,0.0,28.75,0.0,28.0,0.0,59.8632812,48.3398437,90.0
48,1643230050.8727162,0.28,0.0,31.5,0.0,28.75,0.0,28.0,0.0,59.8632812,48.3398437,90.0
49,1643230051.0427618,0.29,0.0,31.5,0.0,28.75,0.0,28.0,0.0,59.8632812,48.3398437,90.0
50,1643230051.2122686,0.28,0.0,31.5,0.0,28.75,0.0,28.0,0.0,59.8632812,48.5351562,90.0
51,1643230051.3868222,0.27,0.0,31.5,0.0,28.75,0.0,28.0,0.0,59.8632812,48.4375,90.0
52,1643230051.5547552,0.28,0.0,31.5,0.0,28.75,0.0,28.0,0.0,59.6191406,48.1445312,90.0
53,1643230051.7100184,0.27,0.0,31.5,0.0,28.75,0.0,28.0,0.0,60.3515625,48.5351562,90.0
54,1643230051.8802402,0.29,0.0,31.5,0.0,28.75,0.0,28.0,0.0,60.5957031,48.5351562,90.0
55,1643230052.0543418,0.28,0.0,31.5,0.0,28.75,0.0,28.0,0.0,60.5957031,48.5351562,90.0
56,1643230052.2203758,0.28,0.0,31.5,0.0,28.75,0.0,28.0,0.0,60.5957031,48.4375,90.0
57,1643230052.3890688,0.28,0.0,31.75,0.0,28.75,0.0,28.0,0.0,60.3515625,48.5351562,90.0
58,1643230052.545953,0.28,0.0,31.75,0.0,28.75,0.0,19.75,0.0,60.3515625,48.6328125,90.0
59,1643230052.7228518,0.28,0.0,31.5,0.0,29.0,0.0,27.75,0.0,60.3515625,48.4375,90.0
60,1643230052.8888817,0.29,0.0,31.75,0.0,28.75,0.0,24.0,0.0,60.1074218,48.5351562,90.0
